-1,city,lat,lng,country
4225,Graz,47.0778,15.4100,Austria
4226,Klagenfurt,46.6203,14.3100,Austria
4227,Vienna,48.2000,16.3666,Austria
4228,Kingoonya,-30.8996,135.3000,Australia
4229,Port Denison,-29.2828,114.9166,Australia
4230,Cairns,-16.8878,145.7633,Australia
4231,Kwinana,-32.2394,115.7702,Australia
4232,Cranbourne,-38.0996,145.2834,Australia
4233,Port Hedland,-20.3104,118.6060,Australia
4234,Port Lincoln,-34.7332,135.8666,Australia
4235,Port Macquarie,-31.4450,152.9187,Australia
4236,Port Pirie,-33.1911,137.9900,Australia
4237,Portland,-38.3400,141.5900,Australia
4238,Proserpine,-20.4162,148.5835,Australia
4239,Busselton,-33.6564,115.3487,Australia
4240,Byron Bay,-28.6565,153.6129,Australia
4241,Caboolture,-27.0830,152.9500,Australia
4242,Cooma,-36.2396,149.1200,Australia
4243,Streaky Bay,-32.8119,134.2149,Australia
4244,Sunbury,-37.5696,144.7100,Australia
4245,Sydney,-33.9200,151.1852,Australia
4246,Karumba,-17.4833,140.8334,Australia
4247,Esperance,-33.8573,121.8889,Australia
4248,Exmouth,-21.9311,114.1233,Australia
4249,Forbes,-33.3896,148.0200,Australia
4250,Morawa,-29.2163,116.0000,Australia
4251,Moree,-29.4699,149.8301,Australia
4252,Katherine,-14.4666,132.2666,Australia
4253,Katoomba,-33.7069,150.3200,Australia
4254,Launceston,-41.4498,147.1302,Australia
4255,Laverton,-28.6270,122.4040,Australia
4256,Leeton,-34.5449,146.3973,Australia
4257,Leonara,-28.8815,121.3280,Australia
4258,Seymour,-37.0342,145.1273,Australia
4259,Singleton,-32.5695,151.1600,Australia
4260,Newcastle,-32.8453,151.8150,Australia
4261,Norseman,-32.2000,121.7666,Australia
4262,Batemans Bay,-35.6896,150.2073,Australia
4263,Bathurst,-33.4196,149.5700,Australia
4264,Griffith,-34.2900,146.0400,Australia
4265,Whyalla,-33.0250,137.5614,Australia
4266,Wilcannia,-31.5662,143.3833,Australia
4267,Katanning,-33.6996,117.5501,Australia
4268,Bongaree,-27.0787,153.1509,Australia
4269,Bordertown,-36.3162,140.7666,Australia
4270,Boulia,-22.8996,139.9000,Australia
4271,Bourke,-30.1000,145.9333,Australia
4272,Mackay,-21.1439,149.1500,Australia
4273,Southern Cross,-31.2161,119.3167,Australia
4274,Tweed Heads,-28.1826,153.5466,Australia
4275,Ulladulla,-35.3495,150.4700,Australia
4276,Victor Harbor,-35.5596,138.6173,Australia
4277,Andamooka,-30.4310,137.1656,Australia
4278,Hervey Bay,-25.2887,152.8409,Australia
4279,Gunnedah,-30.9870,150.2623,Australia
4280,Gympie,-26.1886,152.6709,Australia
4281,Halls Creek,-18.2667,127.7667,Australia
4282,Hamilton,-37.7312,142.0234,Australia
4283,Winton,-22.3996,143.0333,Australia
4284,Mudgee,-32.5896,149.5801,Australia
4285,Ivanhoe,-32.8996,144.3000,Australia
4286,Pannawonica,-21.6366,116.3250,Australia
4287,Dubbo,-32.2600,148.5973,Australia
4288,Tom Price,-22.6935,117.7931,Australia
4289,Parkes,-33.1296,148.1700,Australia
4290,Sale,-38.1096,147.0600,Australia
4291,Bendigo,-36.7600,144.2800,Australia
4292,Berri,-34.2829,140.6000,Australia
4293,Adelaide,-34.9350,138.6000,Australia
4294,Adelaide River,-13.2495,131.1000,Australia
4295,Albany,-35.0169,117.8916,Australia
4296,Burketown,-17.7161,139.5666,Australia
4297,Burnie,-41.0666,145.9167,Australia
4298,Penola,-37.3830,140.8167,Australia
4299,Perth,-31.9550,115.8400,Australia
4300,Peterborough,-32.9662,138.8333,Australia
4301,Scone,-32.0796,150.8501,Australia
4302,Scottsdale,-41.1495,147.5167,Australia
4303,Narrabri,-30.3319,149.7874,Australia
4304,Narrogin,-32.9329,117.1666,Australia
4305,Townsville,-19.2500,146.7700,Australia
4306,Traralgon,-38.1996,146.5300,Australia
4307,Central Coast,-33.4200,151.3000,Australia
4308,Broome,-17.9618,122.2308,Australia
4309,Bunbury,-33.3443,115.6502,Australia
4310,Wyndham,-15.3740,128.3601,Australia
4311,Yamba,-29.4230,153.3533,Australia
4312,Tumby Bay,-34.3829,136.0833,Australia
4313,Forster-Tuncurry,-32.1931,152.5266,Australia
4314,Bundaberg,-24.8791,152.3509,Australia
4315,Yulara,-25.2405,130.9889,Australia
4316,Richmond,-33.5995,150.7400,Australia
4317,Richmond,-20.7163,143.1333,Australia
4318,Rockhampton,-23.3639,150.5200,Australia
4319,Roebourne,-20.7829,117.1333,Australia
4320,Roma,-26.5594,148.7907,Australia
4321,Cloncurry,-20.7000,140.5000,Australia
4322,Cobram,-35.9196,145.6500,Australia
4323,Coffs Harbour,-30.3071,153.1123,Australia
4324,Colac,-38.3395,143.5800,Australia
4325,Alice Springs,-23.7010,133.8800,Australia
4326,Ararat,-37.2795,142.9100,Australia
4327,Carnarvon,-24.8998,113.6501,Australia
4328,Ceduna,-32.0991,133.6623,Australia
4329,Charleville,-26.4000,146.2500,Australia
4330,Charters Towers,-20.0809,146.2587,Australia
4331,Kalbarri,-27.6662,114.1667,Australia
4332,Kununurra,-15.7666,128.7333,Australia
4333,Dalby,-27.1939,151.2657,Australia
4334,Lithgow,-33.4961,150.1528,Australia
4335,Manjimup,-34.2333,116.1500,Australia
4336,Maitland,-32.7210,151.5550,Australia
4337,Mandurah,-32.5235,115.7471,Australia
4338,Karratha,-20.7304,116.8700,Australia
4339,Gawler,-34.6074,138.7264,Australia
4340,Geelong,-38.1675,144.3956,Australia
4341,Georgetown,-18.3000,143.5333,Australia
4342,Geraldton,-28.7666,114.6000,Australia
4343,Maryborough,-37.0496,143.7300,Australia
4344,Maryborough,-25.5491,152.7209,Australia
4345,McMinns Lagoon,-12.5329,131.0500,Australia
4346,Toowoomba,-27.5645,151.9555,Australia
4347,Onslow,-21.6576,115.0963,Australia
4348,Orange,-33.2800,149.1000,Australia
4349,Stawell,-37.0596,142.7600,Australia
4350,Echuca,-36.1296,144.7500,Australia
4351,Eidsvold,-25.3662,151.1333,Australia
4352,Emerald,-23.5122,148.1673,Australia
4353,Tamworth,-31.1026,150.9171,Australia
4354,Taree,-31.8976,152.4618,Australia
4355,Ballarat,-37.5596,143.8400,Australia
4356,Ballina,-28.8614,153.5680,Australia
4357,Barcaldine,-23.5662,145.2834,Australia
4358,Mount Barker,-34.6328,117.6666,Australia
4359,Mount Gambier,-37.8313,140.7650,Australia
4360,Mount Isa,-20.7239,139.4900,Australia
4361,Mount Magnet,-28.0662,117.8167,Australia
4362,Kempsey,-31.0874,152.8220,Australia
4363,Queanbeyan,-35.3546,149.2113,Australia
4364,Queenstown,-42.0829,145.5500,Australia
4365,Quilpie,-26.6166,144.2500,Australia
4366,Ravensthorpe,-33.5829,120.0333,Australia
4367,Warrnambool,-38.3800,142.4700,Australia
4368,Warwick,-28.2292,152.0203,Australia
4369,Weipa,-12.6666,141.8666,Australia
4370,Ouyen,-35.0662,142.3167,Australia
4371,Wollongong,-34.4154,150.8900,Australia
4372,Wonthaggi,-38.6095,145.5900,Australia
4373,Kiama,-34.7096,150.8400,Australia
4374,Kimba,-33.1496,136.4334,Australia
4375,Kingaroy,-26.5390,151.8406,Australia
4376,Pine Creek,-13.8162,131.8167,Australia
4377,Hobart,-42.8500,147.2950,Australia
4378,Darwin,-12.4254,130.8500,Australia
4379,Gingin,-31.3496,115.9000,Australia
4380,Meekatharra,-26.6000,118.4833,Australia
4381,Melbourne,-37.8200,144.9750,Australia
4382,Woomera,-31.1496,136.8000,Australia
4383,Moranbah,-22.0016,148.0380,Australia
4384,Port Augusta,-32.4900,137.7700,Australia
4385,Port Douglas,-16.4846,145.4587,Australia
4386,Gladstone,-23.8533,151.2467,Australia
4387,Gold Coast,-28.0815,153.4482,Australia
4388,Horsham,-36.7096,142.1900,Australia
4389,Hughenden,-20.8500,144.2000,Australia
4390,Northam,-31.6566,116.6534,Australia
4391,Nowra,-34.8828,150.6000,Australia
4392,Shepparton,-36.3746,145.3914,Australia
4393,Yeppoon,-23.1329,150.7567,Australia
4394,Young,-34.3096,148.2900,Australia
4395,Caloundra,-26.8000,153.1333,Australia
4396,Ingham,-18.6496,146.1666,Australia
4397,Innisfail,-17.5313,146.0387,Australia
4398,Inverell,-29.7668,151.1126,Australia
4399,Kingston,-42.9911,147.3084,Australia
4400,Kingston South East,-36.8328,139.8501,Australia
4401,Clare,-33.8329,138.6000,Australia
4402,Bowen,-20.0013,148.2087,Australia
4403,Melton,-37.6895,144.5700,Australia
4404,Meningie,-35.6995,139.3333,Australia
4405,Merimbula,-36.8996,149.9000,Australia
4406,Merredin,-31.4828,118.2667,Australia
4407,Mildura,-34.1850,142.1514,Australia
4408,Thargomindah,-28.0000,143.8167,Australia
4409,Theodore,-24.9495,150.0833,Australia
4410,Three Springs,-29.5333,115.7500,Australia
4411,Oatlands,-42.2996,147.3666,Australia
4412,Wagin,-33.2996,117.3500,Australia
4413,Armidale,-30.5123,151.6675,Australia
4414,Atherton,-17.2703,145.4694,Australia
4415,Ayr,-19.5702,147.3995,Australia
4416,Bairnsdale,-37.8296,147.6100,Australia
4417,Camooweal,-19.9167,138.1167,Australia
4418,Canberra,-35.2830,149.1290,Australia
4419,Longreach,-23.4496,144.2500,Australia
4420,Brisbane,-27.4550,153.0351,Australia
4421,Devonport,-41.1927,146.3311,Australia
4422,Wallaroo,-33.9329,137.6333,Australia
4423,Wangaratta,-36.3600,146.3000,Australia
4424,Cowell,-33.6829,136.9166,Australia
4425,Cowra,-33.8296,148.6800,Australia
4426,Goondiwindi,-28.5548,150.3253,Australia
4427,Goulburn,-34.7496,149.7102,Australia
4428,Grafton,-29.7120,152.9377,Australia
4429,Murray Bridge,-35.1296,139.2600,Australia
4430,Muswellbrook,-32.2696,150.8900,Australia
4431,Windorah,-25.4332,142.6502,Australia
4432,Bedourie,-24.3496,139.4666,Australia
4433,Newman,-23.3666,119.7333,Australia
4434,Birdsville,-25.8996,139.3666,Australia
4435,Kalgoorlie,-30.7354,121.4600,Australia
4436,Biloela,-24.3936,150.4961,Australia
4437,Smithton,-40.8329,145.1167,Australia
4438,Bicheno,-41.8784,148.2886,Australia
4439,Deniliquin,-35.5296,144.9500,Australia
4440,Broken Hill,-31.9500,141.4331,Australia
4441,Swan Hill,-35.3396,143.5400,Australia
4442,Albury,-36.0600,146.9200,Australia
4443,Wagga Wagga,-35.1222,147.3400,Australia
4444,Tumut,-35.3096,148.2200,Australia
4445,Lismore,-28.8167,153.2931,Australia
4446,Oranjestad,12.5304,-70.0290,Aruba
4447,Baku,40.3953,49.8622,Azerbaijan
4448,Goranboy,40.6103,46.7897,Azerbaijan
4449,Saki,41.1923,47.1705,Azerbaijan
4450,Füzuli,39.6009,47.1453,Azerbaijan
4451,Lankaran,38.7540,48.8511,Azerbaijan
4452,Xocalı,39.9130,46.7903,Azerbaijan
4453,Ağdam,39.9910,46.9274,Azerbaijan
4454,Astara,38.4560,48.8750,Azerbaijan
4455,Xocavənd,39.7955,47.1099,Azerbaijan
4456,Cəbrayıl,39.3992,47.0283,Azerbaijan
4457,Beyləqan,39.7756,47.6186,Azerbaijan
4458,Masallı,39.0278,48.6703,Azerbaijan
4459,Biləsuvar,39.4583,48.5450,Azerbaijan
4460,Cəlilabad,39.2096,48.4919,Azerbaijan
4461,Xızı,40.9058,49.0813,Azerbaijan
4462,Dəvəçi,41.2012,48.9871,Azerbaijan
4463,Ağsu,40.5692,48.3965,Azerbaijan
4464,Yevlax,40.6172,47.1500,Azerbaijan
4465,Mingəçevir,40.7639,47.0595,Azerbaijan
4466,Ganca,40.6850,46.3500,Azerbaijan
4467,Sumqayt,40.5800,49.6300,Azerbaijan
4468,Xaçmaz,41.4643,48.8057,Azerbaijan
4469,İmişli,39.8724,48.0649,Azerbaijan
4470,Saatlı,39.9321,48.3689,Azerbaijan
4471,Laçın,39.6434,46.5462,Azerbaijan
4472,Şərur,39.5544,44.9826,Azerbaijan
4473,Qubadlı,39.3444,46.5818,Azerbaijan
4474,Heydərabad,39.7229,44.8485,Azerbaijan
4475,Yardımlı,38.9077,48.2405,Azerbaijan
4476,Şahbuz,39.4072,45.5739,Azerbaijan
4477,Qıvraq,39.3994,45.1151,Azerbaijan
4478,Kapan,39.2015,46.4150,Azerbaijan
4479,Ordubad,38.9096,46.0227,Azerbaijan
4480,Zəngilan,39.0884,46.6513,Azerbaijan
4481,Goycay,40.6534,47.7406,Azerbaijan
4482,Siyəzən,41.0775,49.1126,Azerbaijan
4483,Ağdaş,40.6470,47.4738,Azerbaijan
4484,Naftalan,40.5082,46.8203,Azerbaijan
4485,Naxcivan,39.2092,45.4122,Azerbaijan
4486,Göygöl,40.5858,46.3189,Azerbaijan
4487,Hacıqabul,40.0387,48.9429,Azerbaijan
4488,Kürdəmir,40.3453,48.1508,Azerbaijan
4489,Qobustan,40.5336,48.9282,Azerbaijan
4490,Bərdə,40.3758,47.1262,Azerbaijan
4491,Ucar,40.5157,47.6546,Azerbaijan
4492,Lerik,38.7739,48.4150,Azerbaijan
4493,Stepanakert,39.8156,46.7520,Azerbaijan
4494,Şuşa,39.7601,46.7499,Azerbaijan
4495,Daşkəsən,40.5239,46.0819,Azerbaijan
4496,Salyan,39.5962,48.9848,Azerbaijan
4497,Zərdab,40.2199,47.7100,Azerbaijan
4498,Qusar,41.4275,48.4302,Azerbaijan
4499,Ali Bayramli,39.9323,48.9203,Azerbaijan
4500,Sabirabad,40.0087,48.4770,Azerbaijan
4501,Quba,41.3611,48.5134,Azerbaijan
4502,Gadabay,40.5656,45.8161,Azerbaijan
4503,Oğuz,41.0708,47.4583,Azerbaijan
4504,Balakən,41.7263,46.4048,Azerbaijan
4505,Qax,41.4183,46.9204,Azerbaijan
4506,Xırdalan,40.4481,49.7550,Azerbaijan
4507,Neftçala,39.3768,49.2470,Azerbaijan
4508,Tərtər,40.3418,46.9324,Azerbaijan
4509,Ağcabədi,40.0501,47.4594,Azerbaijan
4510,Kəlbəcər,40.1098,46.0445,Azerbaijan
4511,Qazax,41.0925,45.3656,Azerbaijan
4512,Ağstafa,41.1148,45.4468,Azerbaijan
4513,Tovuz,40.9922,45.6289,Azerbaijan
4514,Qəbələ,40.9825,47.8491,Azerbaijan
4515,Agdam,40.9053,45.5564,Azerbaijan
4516,İsmayıllı,40.7848,48.1514,Azerbaijan
4517,Samux,40.7649,46.4087,Azerbaijan
4518,Şəmkir,40.8297,46.0178,Azerbaijan
4519,Zaqatala,41.6316,46.6448,Azerbaijan
4520,Qabala,40.9814,47.8458,Azerbaijan
4521,Sarajevo,43.8500,18.3830,Bosnia And Herzegovina
4522,Banja Luka,44.7804,17.1800,Bosnia And Herzegovina
4523,Brčko,44.8700,18.8101,Bosnia And Herzegovina
4524,Tuzla,44.5505,18.6800,Bosnia And Herzegovina
4525,Zenica,44.2200,17.9200,Bosnia And Herzegovina
4526,Mostar,43.3505,17.8200,Bosnia And Herzegovina
4527,Prijedor,44.9804,16.7000,Bosnia And Herzegovina
4528,Bridgetown,13.1020,-59.6165,Barbados
4529,Dhaka,23.7231,90.4086,Bangladesh
4530,Narayanganj,23.6204,90.5000,Bangladesh
4531,Khulna,22.8400,89.5600,Bangladesh
4532,Jessore,23.1704,89.2000,Bangladesh
4533,Sylhet,24.9036,91.8736,Bangladesh
4534,Chittagong,22.3300,91.8000,Bangladesh
4535,Barisal,22.7004,90.3750,Bangladesh
4536,Comilla,23.4704,91.1700,Bangladesh
4537,Rajshahi,24.3750,88.6050,Bangladesh
4538,Pabna,24.0004,89.2500,Bangladesh
4539,Saidpur,25.8004,89.0000,Bangladesh
4540,Tangail,24.2500,89.9200,Bangladesh
4541,Nawabganj,24.5804,88.3500,Bangladesh
4542,Jamalpur,24.9004,89.9500,Bangladesh
4543,Rangpur,25.7500,89.2800,Bangladesh
4544,Mymensingh,24.7504,90.3800,Bangladesh
4545,Brussels,50.8333,4.3333,Belgium
4546,Arlon,49.6833,5.8167,Belgium
4547,Antwerpen,51.2204,4.4150,Belgium
4548,Brugge,51.2204,3.2300,Belgium
4549,Liège,50.6300,5.5800,Belgium
4550,Hasselt,50.9640,5.4840,Belgium
4551,Mons,50.4460,3.9390,Belgium
4552,Gent,51.0300,3.7000,Belgium
4553,Namur,50.4704,4.8700,Belgium
4554,Charleroi,50.4204,4.4500,Belgium
4555,Banfora,10.6304,-4.7600,Burkina Faso
4556,Tougan,13.0690,-3.0700,Burkina Faso
4557,Pô,11.1690,-1.1350,Burkina Faso
4558,Bobo Dioulasso,11.1800,-4.2900,Burkina Faso
4559,Tenkodogo,11.7804,-0.3697,Burkina Faso
4560,Diapaga,12.0770,1.7960,Burkina Faso
4561,Sebba,13.4364,0.5304,Burkina Faso
4562,Ouahigouya,13.5704,-2.4200,Burkina Faso
4563,Kaya,13.0904,-1.0900,Burkina Faso
4564,Gaoua,10.2992,-3.2508,Burkina Faso
4565,Manga,11.6620,-1.0650,Burkina Faso
4566,Sapouy,11.5544,-1.7736,Burkina Faso
4567,Ouagadougou,12.3703,-1.5247,Burkina Faso
4568,Orodara,10.9740,-4.9080,Burkina Faso
4569,Bogandé,12.9690,-0.1380,Burkina Faso
4570,Ziniaré,12.5770,-1.2930,Burkina Faso
4571,Fada Ngourma,12.0550,0.3610,Burkina Faso
4572,Leo,11.0940,-2.0980,Burkina Faso
4573,Diébougou,10.9520,-3.2480,Burkina Faso
4574,Gaoua,10.3250,-3.1740,Burkina Faso
4575,Dédougou,12.4550,-3.4640,Burkina Faso
4576,Nouna,12.7290,-3.8600,Burkina Faso
4577,Koudougou,12.2505,-2.3700,Burkina Faso
4578,Réo,12.3335,-2.4669,Burkina Faso
4579,Kombissiri,12.0640,-1.3340,Burkina Faso
4580,Yako,12.9540,-2.2630,Burkina Faso
4581,Solenzo,12.1833,-4.0833,Burkina Faso
4582,Djibo,14.0990,-1.6270,Burkina Faso
4583,Dori,14.0340,-0.0280,Burkina Faso
4584,Gorom Gorom,14.4500,-0.2333,Burkina Faso
4585,Zorgo,12.2430,-0.6110,Burkina Faso
4586,Boulsa,12.6570,-0.5690,Burkina Faso
4587,Koupéla,12.1770,-0.3560,Burkina Faso
4588,Ruse,43.8537,25.9733,Bulgaria
4589,Varna,43.2156,27.8953,Bulgaria
4590,Pazardzhik,42.2000,24.3333,Bulgaria
4591,Yambol,42.4833,26.5000,Bulgaria
4592,Sliven,42.6794,26.3300,Bulgaria
4593,Dobrich,43.5851,27.8400,Bulgaria
4594,Lovec,43.1380,24.7190,Bulgaria
4595,Plovdiv,42.1540,24.7540,Bulgaria
4596,Vidin,43.9900,22.8725,Bulgaria
4597,Shumen,43.2700,26.9294,Bulgaria
4598,Razgrad,43.5340,26.5360,Bulgaria
4599,Silistra,44.1167,27.2667,Bulgaria
4600,Blagoevgrad,42.0167,23.1000,Bulgaria
4601,Burgas,42.5146,27.4746,Bulgaria
4602,Montana,43.4140,23.2370,Bulgaria
4603,Gabrovo,42.8747,25.3342,Bulgaria
4604,Kyustendil,42.2843,22.6911,Bulgaria
4605,Vratsa,43.2100,23.5625,Bulgaria
4606,Stara Zagora,42.4231,25.6227,Bulgaria
4607,Smolyan,41.5853,24.6919,Bulgaria
4608,Pernik,42.6100,23.0227,Bulgaria
4609,Pleven,43.4238,24.6134,Bulgaria
4610,Sofia,42.6833,23.3167,Bulgaria
4611,Khaskovo,41.9438,25.5633,Bulgaria
4612,Kardzhali,41.6500,25.3667,Bulgaria
4613,Targovishte,43.2592,26.5892,Bulgaria
4614,Turnovo,43.0862,25.6555,Bulgaria
4615,Manama,26.2361,50.5831,Bahrain
4616,Kayanza,-2.9000,29.5667,Burundi
4617,Ruyigi,-3.4810,30.2440,Burundi
4618,Bururi,-3.9507,29.6166,Burundi
4619,Makamba,-4.1333,29.8000,Burundi
4620,Cibitoke,-2.8869,29.1248,Burundi
4621,Rutana,-3.9310,29.9930,Burundi
4622,Cankuzo,-3.1667,30.5167,Burundi
4623,Muramvya,-3.2610,29.6120,Burundi
4624,Gitega,-3.4264,29.9308,Burundi
4625,Gitega,-3.4260,29.8436,Burundi
4626,Kirundo,-2.5847,30.0972,Burundi
4627,Muyinga,-2.8523,30.3173,Burundi
4628,Rumonge,-3.9736,29.4386,Burundi
4629,Bubanza,-3.0833,29.3667,Burundi
4630,Karusi,-3.1000,30.1630,Burundi
4631,Ngozi,-2.9120,29.8250,Burundi
4632,Mwaro,-3.5113,29.7051,Burundi
4633,Isale,-3.3489,29.4839,Burundi
4634,Bujumbura,-3.3761,29.3600,Burundi
4635,Kandi,11.1304,2.9400,Benin
4636,Dogbo,6.8167,1.7833,Benin
4637,Savalou,7.9281,1.9756,Benin
4638,Ouidah,6.3604,2.0900,Benin
4639,Lokossa,6.6150,1.7150,Benin
4640,Sakété,6.7362,2.6587,Benin
4641,Natitingou,10.3204,1.3900,Benin
4642,Abomey,7.1904,1.9900,Benin
4643,Djougou,9.7004,1.6800,Benin
4644,Parakou,9.3400,2.6200,Benin
4645,Porto-Novo,6.4833,2.6166,Benin
4646,Cotonou,6.4000,2.5200,Benin
4647,Gustavia,17.8958,-62.8508,Saint Barthelemy
4648,Hamilton,32.2942,-64.7839,Bermuda
4649,Bandar Seri Begawan,4.8833,114.9333,Brunei
4650,Uyuni,-20.4600,-66.8300,Bolivia
4651,Santa Cruz de la Sierra,-17.8000,-63.1667,Bolivia
4652,La Paz,-16.4980,-68.1500,Bolivia
4653,Sica Sica,-17.3300,-67.7300,Bolivia
4654,Puerto Suárez,-18.9496,-57.8500,Bolivia
4655,Coroico,-16.1896,-67.7200,Bolivia
4656,Coro Coro,-17.1696,-68.4500,Bolivia
4657,San Ignacio,-16.3696,-60.9600,Bolivia
4658,San Matias,-16.3600,-58.4200,Bolivia
4659,Santa Ana,-13.7600,-65.5800,Bolivia
4660,Roboré,-18.3295,-59.7600,Bolivia
4661,Baures,-13.5800,-63.5801,Bolivia
4662,Ascension,-15.6996,-63.0800,Bolivia
4663,Oruro,-17.9800,-67.1300,Bolivia
4664,Apolo,-14.7196,-68.4200,Bolivia
4665,San Jose,-17.8500,-60.7800,Bolivia
4666,Viacha,-16.6500,-68.3000,Bolivia
4667,Charaña,-17.5996,-69.4666,Bolivia
4668,Trinidad,-14.8334,-64.9000,Bolivia
4669,Potosí,-19.5696,-65.7500,Bolivia
4670,San Carlos,-17.4000,-63.7300,Bolivia
4671,Quime,-16.9800,-67.2200,Bolivia
4672,Reyes,-14.3096,-67.3700,Bolivia
4673,Rurrenabaque,-14.4600,-67.5600,Bolivia
4674,San Ramón,-13.2896,-64.7100,Bolivia
4675,Achacachi,-16.0833,-68.6666,Bolivia
4676,San Rafael,-16.7795,-60.6800,Bolivia
4677,Magdalena,-13.2601,-64.0528,Bolivia
4678,San Borja,-14.8196,-66.8500,Bolivia
4679,Guayaramerín,-10.8300,-65.4100,Bolivia
4680,Puerto Quijarro,-17.7796,-57.7700,Bolivia
4681,Cochabamba,-17.4100,-66.1700,Bolivia
4682,Santa Cruz,-17.7539,-63.2260,Bolivia
4683,Sucre,-19.0410,-65.2595,Bolivia
4684,Tupiza,-21.4396,-65.7200,Bolivia
4685,San Lorenzo,-21.4799,-64.7700,Bolivia
4686,Camargo,-20.6396,-65.2100,Bolivia
4687,Villamontes,-21.2496,-63.5000,Bolivia
4688,Cobija,-11.0333,-68.7333,Bolivia
4689,Tarabuco,-19.1800,-64.9199,Bolivia
4690,Camiri,-20.0500,-63.5200,Bolivia
4691,Cuevo,-20.4500,-63.5300,Bolivia
4692,Charagua,-19.7996,-63.2200,Bolivia
4693,Padilla,-19.2996,-64.3100,Bolivia
4694,Bermejo,-22.7296,-64.3500,Bolivia
4695,Entre Ríos,-21.5300,-64.1900,Bolivia
4696,Tarija,-21.5167,-64.7500,Bolivia
4697,Villazón,-22.0796,-65.6000,Bolivia
4698,Puerto Heath,-12.4996,-68.6666,Bolivia
4699,Piso Firme,-13.6830,-61.8666,Bolivia
4700,Betanzos,-19.5600,-65.4500,Bolivia
4701,Sabaya,-19.0163,-68.3833,Bolivia
4702,Vallegrande,-18.4896,-64.1100,Bolivia
4703,Samaipata,-18.1800,-63.7700,Bolivia
4704,Llica,-19.8496,-68.2500,Bolivia
4705,Aiquile,-18.1895,-65.1800,Bolivia
4706,Villa Martin,-20.7666,-67.7833,Bolivia
4707,San Javier,-16.2896,-62.5000,Bolivia
4708,Riberalta,-10.9830,-66.1000,Bolivia
4709,Llallagua,-18.4200,-66.6400,Bolivia
4710,Uncia,-18.4700,-66.5700,Bolivia
4711,Challapata,-18.8996,-66.7800,Bolivia
4712,Quillacollo,-17.4000,-66.2800,Bolivia
4713,Punata,-17.5500,-65.8400,Bolivia
4714,Cliza,-17.5900,-65.9300,Bolivia
4715,Portachuelo,-17.3600,-63.4000,Bolivia
4716,Montero,-17.3496,-63.2600,Bolivia
4717,Puerto Villarroel,-16.8700,-64.7800,Bolivia
4718,Puerto Acosta,-15.4996,-69.1667,Bolivia
4719,Sorata,-15.7900,-68.6601,Bolivia
4720,Tauá,-5.9995,-40.3100,Brazil
4721,Uruguaiana,-29.7696,-57.0900,Brazil
4722,Quixadá,-4.9700,-39.0200,Brazil
4723,Cabo de Santo Agostinho,-8.2900,-35.0300,Brazil
4724,São Gabriel,-30.3200,-54.3200,Brazil
4725,São Borja,-28.6596,-56.0100,Brazil
4726,Santo Ângelo,-28.3000,-54.2800,Brazil
4727,Santa Rosa,-27.8695,-54.4600,Brazil
4728,Quaraí,-30.3800,-56.4599,Brazil
4729,Salvador,-12.9700,-38.4800,Brazil
4730,Vila Velha,-20.3676,-40.3180,Brazil
4731,Santa Cruz do Sul,-29.7100,-52.4400,Brazil
4732,Laguna,-28.4800,-48.7800,Brazil
4733,Muriaé,-21.1300,-42.3900,Brazil
4734,Londrina,-23.3000,-51.1800,Brazil
4735,São Lourenço do Sul,-31.3700,-51.9800,Brazil
4736,Porto União,-26.2396,-51.0800,Brazil
4737,Itanhaem,-24.1800,-46.8000,Brazil
4738,Foz do Iguaçu,-25.5235,-54.5300,Brazil
4739,Novo Hamburgo,-29.7096,-51.1400,Brazil
4740,Viana,-3.2096,-45.0000,Brazil
4741,Fernandópolis,-20.2696,-50.2600,Brazil
4742,Guarapuava,-25.3800,-51.4800,Brazil
4743,Guajara-Miram,-10.8000,-65.3499,Brazil
4744,Arcoverde,-8.4200,-37.0700,Brazil
4745,Mossoró,-5.1900,-37.3400,Brazil
4746,Maringá,-23.4095,-51.9300,Brazil
4747,Maracaju,-21.6100,-55.1800,Brazil
4748,Estância,-11.2696,-37.4500,Brazil
4749,Crateús,-5.1656,-40.6660,Brazil
4750,Ponta Porã,-22.5300,-55.7300,Brazil
4751,Penápolis,-21.4100,-50.0800,Brazil
4752,Cruzeiro do Sul,-7.6300,-72.6700,Brazil
4753,Jacareacanga,-6.2666,-57.6500,Brazil
4754,Erechim,-27.6300,-52.2700,Brazil
4755,Chapadinha,-3.7395,-43.3600,Brazil
4756,Itapipoca,-3.4995,-39.5800,Brazil
4757,Bacabal,-4.2300,-44.8000,Brazil
4758,Cascavel,-24.9596,-53.4600,Brazil
4759,Curitiba,-25.4200,-49.3200,Brazil
4760,Aracati,-4.5600,-37.7700,Brazil
4761,Jaboatao,-8.1100,-35.0200,Brazil
4762,Ijuí,-28.3895,-53.9199,Brazil
4763,Apucarana,-23.5500,-51.4700,Brazil
4764,Formosa,-15.5395,-47.3400,Brazil
4765,Icó,-6.4000,-38.8500,Brazil
4766,Araranguá,-28.9400,-49.5000,Brazil
4767,Xapeco,-27.1000,-52.6400,Brazil
4768,Nova Iguaçu,-22.7400,-43.4700,Brazil
4769,Andradina,-20.9096,-51.3799,Brazil
4770,Capanema,-1.1900,-47.1800,Brazil
4771,Baturité,-4.3296,-38.8800,Brazil
